CustomerID,Recency,Frequency,Monetary,AvgOrderValue,CustomerLifespan,DaysSinceFirstPurchase,AvgPurchaseInterval,PurchaseConsistency,PurchaseDiversity,Cluster,Segment
12391.0,22,1,439.66,439.66,0,22,0.0,0.0,3.7649999300437385,3,New
12393.0,72,4,1582.6000000000001,395.65000000000003,260,333,4.111111111111111,24.016869817740478,3.619542918303249,4,Regular
12394.0,64,2,1272.48,636.24,153,217,5.884615384615385,30.005768676142157,2.189597366340379,4,Regular
12395.0,19,12,3018.63,251.5525,351,371,2.232258064516129,9.561706196464929,3.916920205455423,2,Regular
12397.0,36,2,2409.9,1204.95,99,135,0.792,8.854829190899167,4.480280404380551,4,New
12398.0,46,1,1635.6599999999999,1635.6599999999999,0,46,0.0,0.0,4.30224648776621,3,New
12399.0,119,4,1108.65,277.1625,142,262,2.4482758620689653,11.044046445369437,3.5542395355280223,4,Regular
12401.0,303,1,84.3,84.3,0,303,0.0,0.0,1.4681399390162087,0,At Risk
12402.0,323,1,225.6,225.6,0,323,0.0,0.0,2.3262205370376723,0,At Risk
12403.0,50,1,427.7,427.7,0,50,0.0,0.0,1.2190777618067081,3,New
12405.0,149,1,1710.39,1710.39,0,149,0.0,0.0,3.692265285719073,3,New
12406.0,22,2,3415.3,1707.65,161,184,1.5480769230769231,15.787348878623815,4.319829208013387,4,Regular
12407.0,50,5,1708.1200000000001,341.624,214,264,2.789473684210526,13.572831480054738,3.339699351566828,4,Regular
12408.0,33,5,2888.55,577.71,227,260,2.173076923076923,12.7320727251112,4.0559332070550145,4,Regular
12409.0,79,3,11072.67,3690.89,103,183,0.9537037037037037,9.911179621088575,4.239411721981025,4,New
12410.0,309,2,693.3299999999999,346.66499999999996,0,309,0.0,0.0,2.932287093525401,0,At Risk
12412.0,75,3,1226.88,408.96000000000004,94,169,1.55,8.888051396516484,3.540054173428625,4,New
12413.0,67,3,758.1,252.70000000000002,270,337,7.27027027027027,31.887518150740636,3.125230793384758,1,Regular
12414.0,217,3,562.41,187.47,93,310,5.411764705882353,19.884223719853296,2.5141310211876617,1,At Risk
12415.0,24,21,124914.53,5948.310952380953,313,338,0.42496493688639553,3.5020530944829833,5.655998024274412,2,Regular
12417.0,3,9,3649.1,405.4555555555555,354,358,1.8324607329842932,9.27777160842984,4.62497302501761,2,Regular
12418.0,113,1,668.58,668.58,0,113,0.0,0.0,3.203555887592517,3,New
12420.0,64,1,600.39,600.39,0,64,0.0,0.0,2.68122821723761,3,New
12421.0,16,4,807.04,201.76,303,319,6.840909090909091,27.25157830446829,3.1527473477718138,1,Regular
12422.0,96,3,803.5600000000001,267.85333333333335,229,325,6.0,27.583779017111944,3.574131117231413,4,Regular
12423.0,1,8,1859.31,232.41375,352,354,2.814516129032258,13.968819479474428,4.377542883135399,2,Regular
12424.0,163,2,1760.96,880.48,0,163,0.0,0.0,2.9667799022441392,0,New
12425.0,78,1,777.2,777.2,0,78,0.0,0.0,3.2780595069674385,3,New
12426.0,195,1,582.73,582.73,0,195,0.0,0.0,3.2138617891743375,0,At Risk
12427.0,22,3,825.8,275.26666666666665,349,372,11.633333333333333,56.96489138561322,2.1002579391246674,1,Regular
12428.0,26,9,7956.46,884.0511111111111,257,284,0.8703071672354948,7.7973194534243495,5.272948860897653,2,Regular
12429.0,9,4,3750.4,937.6,356,366,3.6979166666666665,22.254565370381005,4.075037913551361,2,Regular
12430.0,43,1,256.4,256.4,0,43,0.0,0.0,2.249329380742682,3,New
12431.0,36,15,6419.95,427.99666666666667,338,374,1.4248927038626609,7.908129716528297,4.0610335800184405,2,Regular
12432.0,43,5,5059.32,1011.8639999999999,129,172,1.1962616822429906,12.27702198874012,4.320395054618165,4,Regular
12433.0,1,7,13375.87,1910.8385714285716,372,373,0.883054892601432,13.68015271132283,4.781529423779546,2,Regular
12434.0,85,2,806.14,403.07,175,260,3.5714285714285716,25.000000000000004,3.645124435167563,4,Regular
12435.0,80,2,7829.89,3914.945,188,268,5.371428571428571,31.777799977792228,3.134273528207757,4,Regular
12436.0,100,1,509.01,509.01,0,100,0.0,0.0,2.6053481504740863,3,New
12437.0,2,18,4951.41,275.0783333333333,329,331,1.6262626262626263,7.663726755863976,4.2313882939791485,2,Regular
12438.0,14,2,2906.85,1453.425,125,140,1.288659793814433,12.691827064170239,4.219923360724035,4,New
12441.0,367,1,173.55,173.55,0,367,0.0,0.0,2.0864586370786053,0,At Risk
12442.0,3,1,172.06,172.06,0,3,0.0,0.0,2.3120193455621334,3,New
12444.0,21,5,5005.46,1001.092,149,171,0.8514285714285714,5.707495144195748,4.6970039191557715,2,Regular
12445.0,22,1,133.4,133.4,0,22,0.0,0.0,1.1633963525406192,3,New
12446.0,58,1,1002.3100000000001,1002.3100000000001,0,58,0.0,0.0,3.8983570967120973,3,New
12447.0,243,1,476.49,476.49,0,243,0.0,0.0,3.1433805233223993,0,At Risk
12448.0,44,1,449.45,449.45,0,44,0.0,0.0,2.8771269615621464,3,New
12449.0,22,4,4067.29,1016.8225,164,187,0.8578947368421053,6.991742354583888,4.564141241685172,2,Regular
12450.0,156,2,197.88,98.94,17,173,2.4285714285714284,6.425396041156863,1.7121824654434428,1,At Risk
12451.0,11,5,9035.52,1807.104,313,325,0.8810198300283286,10.115104989914439,5.187928301135085,2,Regular
12452.0,17,2,430.57,215.285,0,17,0.0,0.0,2.854704634952713,3,New
12453.0,134,1,707.09,707.09,0,134,0.0,0.0,3.5627803643924967,3,New
12454.0,56,1,3528.34,3528.34,0,56,0.0,0.0,2.2761219905235293,3,New
12455.0,73,6,2466.86,411.1433333333334,223,297,2.4831460674157304,13.171174068906002,3.8799046104766033,4,Regular
12456.0,44,3,3181.04,1060.3466666666666,210,255,1.685483870967742,13.42632224521138,4.318609728506587,4,Regular
12457.0,66,7,2363.23,337.6042857142857,172,239,2.7704918032786887,18.881554881791345,3.351115052929771,4,Regular
12458.0,71,2,947.4,473.7,213,285,5.756756756756757,35.01698429604111,3.2077010132201482,4,Regular
12461.0,94,2,826.88,413.44,60,155,1.7647058823529411,10.28991510855053,3.4201098310434195,4,New
12462.0,19,2,1189.59,594.795,284,303,4.655737704918033,36.36247390094245,3.595058949466867,4,Regular
12463.0,53,4,1344.78,336.195,188,242,2.268292682926829,14.201416013981424,3.983059757191163,4,Regular
12464.0,10,8,1212.05,151.50625,299,309,10.571428571428571,24.314952831887858,1.6687024195784825,1,Regular
12465.0,17,2,742.1899999999999,371.09499999999997,152,169,3.3043478260869565,22.411177335544362,3.620270404599846,4,Regular
12468.0,188,2,729.5400000000001,364.77000000000004,128,316,3.4594594594594597,21.04307037508573,3.3783367509261133,4,Regular
12471.0,2,30,19788.65,659.6216666666667,362,365,0.7707423580786026,4.679422795297678,4.391446989793405,2,Regular
12472.0,32,7,6572.11,938.8728571428571,336,369,0.9881656804733728,8.056173824132316,5.0898372162490295,2,Regular
12473.0,29,5,3928.0499999999997,785.6099999999999,162,192,0.9698795180722891,7.7650535706518555,4.685028838196224,2,Regular
12474.0,17,18,7324.09,406.8938888888889,312,330,0.7197149643705463,4.566160825076794,5.180919184334991,2,Regular
12475.0,54,1,723.38,723.38,0,54,0.0,0.0,3.1069654745789097,3,New
12476.0,16,11,6816.42,619.6745454545454,345,361,1.4698275862068966,8.657451509353749,4.778825324384978,2,Regular
12477.0,23,6,13219.74,2203.29,278,302,0.9264214046822743,9.184605823362647,4.837841345858411,2,Regular
12478.0,4,1,680.99,680.99,0,4,0.0,0.0,3.4354320389274715,3,New
12479.0,11,1,527.2,527.2,0,11,0.0,0.0,3.2766470354496886,3,New
12480.0,28,4,3281.63,820.4075,307,336,2.0065359477124183,14.646940012753042,4.4204168663129595,4,Regular
12481.0,23,10,5579.82,557.982,342,366,1.5767441860465117,10.597672932919375,4.722654275032159,2,Regular
12483.0,17,8,2484.98,310.6225,322,339,4.283783783783784,17.625884040994446,3.5456151787927768,2,Regular
12484.0,33,6,4527.32,754.5533333333333,303,336,0.8801169590643275,10.069856413942762,5.077510675019547,2,Regular
12488.0,10,3,1298.66,432.8866666666667,65,76,1.2037037037037037,6.232536748840427,3.5360735438791657,4,New
12489.0,336,1,334.93,334.93,0,336,0.0,0.0,2.429873597024828,0,At Risk
12490.0,5,10,5417.93,541.793,324,330,1.3155737704918034,9.206971061665069,4.544435669546489,2,Regular
12491.0,39,1,460.40000000000003,460.40000000000003,0,39,0.0,0.0,2.5910992991765043,3,New
12492.0,63,2,263.21000000000004,131.60500000000002,42,105,2.210526315789474,9.635460822563592,2.7808852640039583,1,New
12493.0,166,2,433.74,216.87,31,197,1.4761904761904763,6.764754597315765,2.7371790551458792,4,At Risk
12494.0,16,7,1246.1000000000001,178.01428571428573,349,366,4.552631578947368,19.48633349253923,3.9889090244111363,4,Regular
12497.0,82,1,1043.1,1043.1,0,82,0.0,0.0,2.5175586652165567,3,New
12498.0,21,3,403.70000000000005,134.5666666666667,36,58,1.6363636363636365,7.675225788801976,2.903902860633151,4,New
12500.0,23,11,4257.82,387.07454545454544,310,334,5.116666666666666,16.59088136998057,2.2499082120482323,2,Regular
12501.0,337,1,2169.39,2169.39,0,337,0.0,0.0,4.74488353790171,0,At Risk
12502.0,96,5,3723.87,744.774,214,310,1.4589041095890412,9.466548518848205,4.228525199579243,4,Regular
12504.0,18,2,482.04999999999995,241.02499999999998,12,30,1.5,4.242640687119285,1.6567491629557578,3,New
12506.0,233,1,73.5,73.5,0,233,0.0,0.0,3.1354942159291497,0,At Risk
12507.0,134,3,1304.81,434.93666666666667,164,299,8.2,32.07327137730271,2.4047148718205174,1,Regular
12508.0,26,2,397.88,198.94,2,29,0.029850746268656716,0.24433888871261047,3.854808223534948,3,New
12509.0,284,1,176.5,176.5,0,284,0.0,0.0,1.8132526017018922,0,At Risk
12510.0,143,2,982.5699999999999,491.28499999999997,182,325,5.6875,32.17335854398791,3.143333265510621,4,Regular
12512.0,66,2,132.18,66.09,0,66,0.0,0.0,2.662383250485276,0,New
12513.0,113,1,612.29,612.29,0,113,0.0,0.0,3.432143532310111,3,New
12514.0,267,1,1017.68,1017.68,0,267,0.0,0.0,3.8352102432567685,0,At Risk
12515.0,353,1,383.7,383.7,0,353,0.0,0.0,2.424233918877361,0,At Risk
12516.0,78,2,1312.06,656.03,102,181,4.08,20.4,2.7343166892043973,4,New
12517.0,28,5,2481.6,496.32,161,190,0.5755395683453237,5.573892750469419,5.16834846722787,4,Regular
12518.0,1,5,2056.89,411.378,109,110,0.8780487804878049,4.914991062569896,4.224736228458108,2,New
12519.0,64,1,330.84,330.84,0,64,0.0,0.0,2.6893019669880247,3,New
12520.0,79,5,2634.26,526.8520000000001,194,274,1.2781456953642385,8.469678420024653,4.597646640930842,4,Regular
12521.0,143,1,599.68,599.68,0,143,0.0,0.0,3.5107926497863886,0,New
12522.0,39,2,192.72,96.36,12,51,1.0909090909090908,3.6181361349331636,1.6698088771513278,3,New
12523.0,19,11,1789.77,162.70636363636365,312,332,2.933333333333333,13.04744792807764,3.8173317847833887,2,Regular
12524.0,9,8,4485.72,560.715,324,334,2.2447552447552446,11.591775121517932,4.144340490774051,2,Regular
12526.0,1,3,1316.66,438.8866666666667,93,94,1.3285714285714285,7.880854490144074,4.025977659062561,2,New
12527.0,82,3,348.71000000000004,116.23666666666668,243,326,14.294117647058824,51.717700917918755,2.675519407488612,1,Regular
12528.0,9,6,1933.48,322.24666666666667,303,313,3.318681318681319,16.0082472639568,3.5943022238862383,2,Regular
12530.0,60,4,1662.28,415.57,277,337,4.246153846153846,19.932723384888014,3.458611579109959,4,Regular
12531.0,15,1,125.22,125.22,0,15,0.0,0.0,2.72475476434728,3,New
12532.0,30,1,349.83000000000004,349.83000000000004,0,30,0.0,0.0,2.6209847458768647,3,New
12534.0,131,1,1089.18,1089.18,0,131,0.0,0.0,3.9593198733956148,3,New
12535.0,92,2,716.35,358.175,94,187,2.8484848484848486,16.3632996598356,3.0191214564248594,4,New
12536.0,43,3,12601.830000000002,4200.610000000001,15,59,0.057692307692307696,0.9302605094190635,5.305297608100321,2,New
12538.0,29,1,363.95,363.95,0,29,0.0,0.0,2.790158031399035,3,New
12539.0,22,4,5568.35,1392.0875,311,334,1.1397058823529411,14.876203932980049,4.787793027298495,2,Regular
12540.0,20,17,13400.24,788.2494117647059,342,362,0.70020964360587,4.395884720618322,5.128295134763248,2,Regular
12541.0,30,3,981.18,327.06,251,281,4.901960784313726,24.76792676181096,3.591084490176222,4,Regular
12544.0,36,1,372.7,372.7,0,36,0.0,0.0,2.8501051110772857,3,New
12545.0,75,2,1000.39,500.195,184,260,3.7551020408163267,26.28571428571429,3.441917872490155,4,Regular
12546.0,47,2,1161.5,580.75,31,78,0.45588235294117646,3.759302188063161,3.779381371767655,4,New
12547.0,198,2,207.79999999999998,103.89999999999999,82,281,11.714285714285714,30.99308678675663,1.8189470103962146,1,At Risk
12548.0,166,1,95.19999999999999,95.19999999999999,0,166,0.0,0.0,1.4576260289305445,0,At Risk
12550.0,79,1,964.83,964.83,0,79,0.0,0.0,3.838091994862663,3,New
12551.0,358,1,168.0,168.0,0,358,0.0,0.0,2.3025850929940455,0,At Risk
12552.0,39,2,437.82,218.91,0,40,0.0,0.0,2.5228547062694053,3,New
12553.0,8,10,3692.28,369.228,321,330,1.668421052631579,8.15916744323526,4.09885839799266,2,Regular
12556.0,50,2,599.56,299.78,100,151,0.847457627118644,9.205746178983233,4.189846698817727,4,New
12557.0,16,5,11990.960000000001,2398.192,355,372,11.03125,32.57694056309789,2.155389926872351,2,Regular
12558.0,8,1,269.96,269.96,0,8,0.0,0.0,2.3032757608108394,3,New
12559.0,311,2,561.71,280.855,8,320,0.4,1.7888543819998317,2.7799803949316537,0,At Risk
12560.0,5,3,2134.01,711.3366666666667,137,143,1.3076923076923077,10.774905151815483,4.330996440719656,4,New
12561.0,303,1,238.85,238.85,0,303,0.0,0.0,2.4731175211418286,0,At Risk
12562.0,8,7,3781.7400000000002,540.2485714285715,190,199,1.125748502994012,6.309468540350244,4.198242670082903,2,Regular
12564.0,261,1,456.9,456.9,0,261,0.0,0.0,2.8600250799932443,0,At Risk
12565.0,289,1,145.92,145.92,0,289,0.0,0.0,2.0978720872425702,0,At Risk
12566.0,86,1,351.65,351.65,0,86,0.0,0.0,2.5762513707225945,3,New
12567.0,23,10,9401.28,940.128,346,370,0.7707865168539326,7.569292549195945,5.452724195539991,2,Regular
12569.0,2,32,4124.69,128.8965625,250,252,1.267379679144385,4.599340191133769,4.220987532352687,2,Regular
12571.0,40,2,519.61,259.805,81,122,2.4545454545454546,14.100290132411523,3.299639308130965,4,New
12572.0,9,2,1020.42,510.21,43,52,0.7288135593220338,5.598123172175427,3.6568020141084623,4,New
12573.0,227,1,160.54000000000002,160.54000000000002,0,227,0.0,0.0,2.787911511958541,0,At Risk
12574.0,316,1,218.45,218.45,0,316,0.0,0.0,2.266605087326728,0,At Risk
12576.0,36,5,1315.83,263.166,268,305,3.0804597701149423,14.350446383791011,4.0140373892237715,4,Regular
12577.0,35,3,626.6,208.86666666666667,323,359,2.2275862068965515,26.823689992758016,4.474626733318317,4,Regular
12578.0,21,2,2794.51,1397.255,308,330,2.725663716814159,28.9742027462148,4.570460203751237,4,Regular
12579.0,78,1,440.42,440.42,0,78,0.0,0.0,3.1293240610219213,3,New
12580.0,247,1,415.7,415.7,0,247,0.0,0.0,3.0957985343940213,0,At Risk
12581.0,40,1,197.71,197.71,0,40,0.0,0.0,2.5618759645244737,3,New
12582.0,239,2,511.36,255.68,49,289,2.3333333333333335,10.692676621563628,2.7803343116261807,4,At Risk
12583.0,3,15,7281.38,485.42533333333336,370,374,1.4796747967479675,7.267876868764735,4.1588897770704305,2,Regular
12584.0,4,9,2338.15,259.7944444444445,276,280,2.863157894736842,12.208830538307174,3.4342533735026657,2,Regular
12585.0,234,2,2040.1,1020.05,117,351,1.3604651162790697,12.616434464802296,3.8520532917060284,4,At Risk
12586.0,17,1,196.94000000000003,196.94000000000003,0,17,0.0,0.0,2.0961203216832542,3,New
12587.0,8,1,144.0,144.0,0,8,0.0,0.0,1.1307444195458924,3,New
12588.0,39,1,214.89999999999998,214.89999999999998,0,39,0.0,0.0,1.9749641087933312,3,New
12589.0,29,2,646.68,323.34,115,145,3.3823529411764706,19.722337291388516,3.1178024695459543,4,New
12590.0,211,2,9864.26,4932.13,0,211,0.0,0.0,3.904432194522834,4,At Risk
12591.0,317,1,452.84999999999997,452.84999999999997,0,317,0.0,0.0,3.049490774538014,0,At Risk
12592.0,92,2,437.6,218.8,121,213,7.117647058823529,29.34681062939629,2.212426700638685,1,Regular
12593.0,109,3,418.09999999999997,139.36666666666665,110,219,5.5,20.205522955240156,2.4633710951014494,1,Regular
12594.0,38,10,3338.2200000000003,333.822,285,323,2.4017094017094016,10.669857502409354,3.68793432185041,2,Regular
12596.0,51,2,618.27,309.135,190,242,7.3076923076923075,37.26206567625496,2.7378537561719622,1,Regular
12597.0,19,4,3811.22,952.805,248,268,1.2097560975609756,11.616836262259255,4.837651307180191,2,Regular
12598.0,10,8,3023.08,377.885,275,285,2.0763358778625953,11.405544077408269,3.991618728326513,2,Regular
12599.0,29,7,1032.58,147.51142857142855,275,304,4.459016393442623,16.853855909446757,3.118261007753586,4,Regular
12600.0,29,10,2599.04,259.904,342,371,5.380952380952381,14.40030081611041,3.037721237472751,2,Regular
12601.0,190,5,577.0600000000001,115.412,142,333,5.222222222222222,14.009154516115888,2.6497451784280064,1,At Risk
12602.0,59,1,153.12,153.12,0,59,0.0,0.0,2.367068752638453,3,New
12603.0,22,1,739.1999999999999,739.1999999999999,0,22,0.0,0.0,0.34883209584303193,3,New
12604.0,79,2,254.18,127.09,182,262,12.133333333333333,46.99219793398333,2.516113195158697,1,Regular
12607.0,60,1,1579.51,1579.51,0,60,0.0,0.0,4.425596354123665,3,New
12609.0,78,3,1126.85,375.6166666666666,240,318,4.067796610169491,22.015562212765005,3.7562400072059474,4,Regular
12610.0,23,5,2099.54,419.908,103,126,0.9619047619047619,6.493967332964628,4.103941404661031,4,New
12611.0,52,1,1193.32,1193.32,0,52,0.0,0.0,3.5759348548119063,3,New
12612.0,74,1,704.0400000000001,704.0400000000001,0,74,0.0,0.0,2.729309356043694,3,New
12613.0,57,5,3344.38,668.876,204,262,1.3421052631578947,12.454476183102555,4.610394550139306,4,Regular
12614.0,278,1,315.6,315.6,0,278,0.0,0.0,2.7978000446602227,0,At Risk
12615.0,2,4,2291.19,572.7975,166,168,1.5865384615384615,10.490504793099342,3.9917995692242254,2,Regular
12616.0,95,2,713.3,356.65,202,297,6.516129032258065,36.28027100940853,3.043979839482003,1,Regular
12617.0,29,1,352.98,352.98,0,29,0.0,0.0,3.4347454667188226,3,New
12618.0,22,1,177.31,177.31,0,22,0.0,0.0,1.9794410033709318,3,New
12619.0,16,9,3641.24,404.5822222222222,237,253,2.640449438202247,10.535920366893825,3.2161919715677363,2,Regular
12620.0,15,3,1339.41,446.47,189,205,2.076923076923077,14.564973791204071,4.162589191414069,4,Regular
12621.0,2,20,13689.67,684.4835,364,366,0.759656652360515,4.796746555350563,5.039017849735296,2,Regular
12622.0,232,1,180.1,180.1,0,232,0.0,0.0,2.1440932781530724,0,At Risk
12623.0,276,1,305.1,305.1,0,276,0.0,0.0,2.7509959526773597,0,At Risk
12624.0,106,2,641.13,320.565,71,178,1.9189189189189189,11.672328098680367,3.331179075450717,4,New
12625.0,212,2,2683.82,1341.91,107,319,1.2588235294117647,11.605779493298108,4.078351818639727,4,At Risk
12626.0,23,9,6620.48,735.6088888888888,303,327,1.023890784982935,9.69020702602423,5.2393241114712525,2,Regular
12627.0,11,7,4478.53,639.79,129,140,0.5545851528384279,4.396254229748958,4.608238164723004,2,New
12628.0,4,3,786.46,262.15333333333336,60,65,1.475,6.520136462312693,3.210389180153603,4,New
12630.0,10,2,1270.88,635.44,34,44,0.5396825396825397,4.2835973607712425,3.888632066110641,3,New
12631.0,57,1,640.5,640.5,0,57,0.0,0.0,3.217670963971856,3,New
12633.0,59,4,2163.98,540.995,229,288,2.28,13.164905904515518,3.78234541208493,4,Regular
12635.0,90,2,1689.18,844.59,65,155,0.65,6.5,4.324197360202681,4,New
12637.0,67,8,6002.9,750.3625,256,324,0.6666666666666666,6.340485343092035,4.890789401454573,2,Regular
12638.0,33,1,671.69,671.69,0,33,0.0,0.0,3.484076420344231,3,New
12639.0,239,1,486.1,486.1,0,239,0.0,0.0,2.9111992242802094,0,At Risk
12640.0,24,3,1174.58,391.52666666666664,57,82,1.0961538461538463,7.764321657388795,3.5585556034323598,4,New
12641.0,115,1,185.9,185.9,0,115,0.0,0.0,1.9760716080946161,0,New
12642.0,25,3,1013.26,337.75333333333333,82,108,1.7826086956521738,9.101680048768191,3.2536440636269734,4,New
12643.0,128,6,3344.64,557.4399999999999,204,333,8.782608695652174,25.305329157994894,2.107738494887515,4,Regular
12644.0,130,1,477.91,477.91,0,130,0.0,0.0,3.187213199019238,0,New
12645.0,34,4,1775.18,443.795,282,316,3.9027777777777777,19.07890193951233,3.7934260727836615,4,Regular
12646.0,5,2,1346.97,673.485,44,49,1.0,6.633249580710799,3.4262567040450826,4,New
12647.0,22,12,3722.82,310.235,346,369,2.8333333333333335,11.898261530617841,3.7218331190271026,2,Regular
12648.0,155,1,318.05,318.05,0,155,0.0,0.0,2.916981805725026,0,New
12649.0,107,3,623.51,207.83666666666667,105,212,3.5,19.170289512680814,2.966216479481935,4,Regular
12650.0,3,1,314.44,314.44,0,3,0.0,0.0,2.8839989600326663,3,New
12651.0,335,1,114.0,114.0,0,335,0.0,0.0,2.085078232458498,0,At Risk
12652.0,331,1,919.98,919.98,0,331,0.0,0.0,3.6900521028958697,0,At Risk
12653.0,149,2,2209.85,1104.925,147,297,3.5,22.682592444427513,3.458417400649989,4,Regular
12654.0,11,5,601.98,120.396,284,295,7.648648648648648,30.514310136772274,3.2669822369161783,1,Regular
12656.0,17,5,4051.17,810.234,216,234,1.72,10.22851800825326,3.7720300970676695,2,Regular
12657.0,11,4,1643.18,410.795,67,79,1.434782608695652,6.833421703210848,2.2131877659947605,4,New
12658.0,19,1,686.05,686.05,0,19,0.0,0.0,3.3006648569748256,3,New
12659.0,30,1,91.68,91.68,0,30,0.0,0.0,0.8893545655245157,3,New
12660.0,11,1,245.1,245.1,0,11,0.0,0.0,2.2639116394886543,3,New
12662.0,1,11,3849.78,349.98,372,373,1.6069868995633187,8.351023894824687,4.569425967353907,2,Regular
12664.0,8,9,4881.88,542.4311111111111,314,323,8.61111111111111,22.468107909120274,1.3627776591264809,2,Regular
12665.0,325,1,63.0,63.0,0,325,0.0,0.0,0.7435619200548542,0,At Risk
12667.0,58,1,620.13,620.13,0,58,0.0,0.0,3.255727012783093,3,New
12668.0,12,4,3807.15,951.7875,343,356,2.14375,20.20830107628885,4.362780195221948,2,Regular
12669.0,151,3,2744.0299999999997,914.6766666666666,105,257,1.05,9.817912921869604,4.401247220225641,4,Regular
12670.0,10,5,2996.05,599.21,222,233,2.4285714285714284,13.25404999499554,3.796520561118404,2,Regular
12672.0,330,1,225.89999999999998,225.89999999999998,0,330,0.0,0.0,2.1648021339975,0,At Risk
12673.0,5,2,610.52,305.26,321,327,7.829268292682927,50.13177756624255,3.466739749769414,1,Regular
12674.0,39,4,1970.6,492.65,169,208,2.0609756097560976,11.150317009251582,3.5601524019172976,4,Regular
12676.0,25,6,1331.39,221.89833333333334,286,311,6.454545454545454,18.516434617695012,3.3338061767318545,4,Regular
12678.0,42,12,17628.46,1469.0383333333332,311,354,1.8597560975609757,9.336837259023865,4.121600037552432,2,Regular
12679.0,59,4,1113.02,278.255,225,284,4.74468085106383,20.536783632330238,2.8828488979548594,4,Regular
12680.0,1,4,862.81,215.7025,112,113,2.176470588235294,10.702720929470114,3.276299751219811,4,New
12681.0,15,22,13787.54,626.7063636363637,353,368,0.5368916797488226,4.246045708613123,5.0332630581673,2,Regular
12682.0,4,31,12279.82,396.1232258064516,367,371,0.6749521988527725,3.7851144913027484,4.577794161154481,2,Regular
