CustomerID,Recency,Frequency,Monetary,AvgOrderValue,CustomerLifespan,DaysSinceFirstPurchase,AvgPurchaseInterval,Cluster,Segment
12625,212,2,2683.82,1341.91,107,318,53.5,2,⚠️ At Risk
12626,23,9,6620.48,735.6088888888888,303,326,33.666666666666664,1,💎 High Value
12627,11,7,4478.53,639.79,129,139,18.428571428571427,1,💎 High Value
12628,4,3,786.46,262.15333333333336,60,64,20.0,3,🛍️ Regular
12630,10,2,1270.88,635.44,34,43,17.0,3,🛍️ Regular
12631,57,1,640.5,640.5,0,56,0.0,2,⚠️ At Risk
12633,59,4,2163.98,540.995,229,287,57.25,2,⚠️ At Risk
12635,90,2,1689.18,844.59,65,154,32.5,2,⚠️ At Risk
12637,67,8,6002.9,750.3625,256,323,32.0,1,💎 High Value
12638,33,1,671.69,671.69,0,32,0.0,2,⚠️ At Risk
12639,239,1,486.1,486.1,0,238,0.0,2,⚠️ At Risk
12640,24,3,1174.58,391.52666666666664,57,81,19.0,3,🛍️ Regular
12641,115,1,185.9,185.9,0,114,0.0,0,🆕 New / Low Value
12642,25,3,1013.26,337.75333333333333,82,107,27.333333333333332,3,🛍️ Regular
12643,128,6,3344.64,557.4399999999999,204,332,34.0,2,⚠️ At Risk
12644,130,1,477.91,477.91,0,129,0.0,2,⚠️ At Risk
12645,34,4,1775.18,443.795,282,315,70.5,3,🛍️ Regular
12646,5,2,1346.97,673.485,44,48,22.0,3,🛍️ Regular
12647,22,12,3722.82,310.235,346,368,28.833333333333332,1,💎 High Value
12648,155,1,318.05,318.05,0,154,0.0,2,⚠️ At Risk
12649,107,3,623.51,207.83666666666667,105,211,35.0,2,⚠️ At Risk
12650,3,1,314.44,314.44,0,2,0.0,3,🛍️ Regular
12651,335,1,114.0,114.0,0,334,0.0,0,🆕 New / Low Value
12652,331,1,919.98,919.98,0,330,0.0,2,⚠️ At Risk
12653,149,2,2209.85,1104.925,147,296,73.5,2,⚠️ At Risk
12654,11,5,601.98,120.396,284,294,56.8,3,🛍️ Regular
12656,17,5,4051.17,810.234,216,233,43.2,1,💎 High Value
12657,11,4,1643.18,410.795,67,78,16.75,3,🛍️ Regular
12658,19,1,686.05,686.05,0,18,0.0,2,⚠️ At Risk
12659,30,1,91.68,91.68,0,29,0.0,0,🆕 New / Low Value
12660,11,1,245.1,245.1,0,10,0.0,3,🛍️ Regular
12662,1,11,3849.78,349.98,372,372,33.81818181818182,1,💎 High Value
12664,8,9,4881.88,542.4311111111111,314,322,34.888888888888886,1,💎 High Value
12665,325,1,63.0,63.0,0,324,0.0,0,🆕 New / Low Value
12667,58,1,620.13,620.13,0,57,0.0,2,⚠️ At Risk
12668,12,4,3807.15,951.7875,343,355,85.75,1,💎 High Value
12669,151,3,2744.0299999999997,914.6766666666666,105,256,35.0,2,⚠️ At Risk
12670,10,5,2996.05,599.21,222,232,44.4,1,💎 High Value
12672,330,1,225.89999999999998,225.89999999999998,0,329,0.0,0,🆕 New / Low Value
12673,5,2,610.52,305.26,321,326,160.5,3,🛍️ Regular
12674,39,4,1970.6,492.65,169,207,42.25,3,🛍️ Regular
12676,25,6,1331.39,221.89833333333334,286,310,47.666666666666664,3,🛍️ Regular
12678,42,12,17628.46,1469.0383333333332,311,353,25.916666666666668,1,💎 High Value
12679,59,4,1113.02,278.255,225,283,56.25,3,🛍️ Regular
12680,1,4,862.81,215.7025,112,112,28.0,3,🛍️ Regular
12681,15,22,13787.54,626.7063636363637,353,367,16.045454545454547,1,💎 High Value
12682,4,31,12279.82,396.1232258064516,367,370,11.838709677419354,1,💎 High Value
12683,4,15,8476.57,565.1046666666666,361,365,24.066666666666666,1,💎 High Value
12684,8,7,2283.63,326.23285714285714,205,212,29.285714285714285,1,💎 High Value
12685,28,6,2863.08,477.18,65,93,10.833333333333334,1,💎 High Value
12686,372,1,89.14,89.14,0,371,0.0,0,🆕 New / Low Value
12688,114,1,4873.8099999999995,4873.8099999999995,0,113,0.0,2,⚠️ At Risk
12689,26,2,1247.61,623.805,101,127,50.5,2,⚠️ At Risk
12690,206,1,389.01,389.01,0,205,0.0,2,⚠️ At Risk
12691,28,6,1035.8,172.63333333333333,329,356,54.833333333333336,3,🛍️ Regular
12693,127,4,855.91,213.9775,192,318,48.0,2,⚠️ At Risk
12694,70,2,869.67,434.835,112,182,56.0,2,⚠️ At Risk
12695,7,4,582.1,145.525,203,209,50.75,3,🛍️ Regular
12697,29,3,957.59,319.19666666666666,140,168,46.666666666666664,3,🛍️ Regular
12700,8,4,4939.99,1234.9975,207,214,51.75,1,💎 High Value
12701,80,2,797.71,398.855,162,241,81.0,2,⚠️ At Risk
12702,20,1,219.0,219.0,0,19,0.0,3,🛍️ Regular
12703,71,1,283.55,283.55,0,70,0.0,2,⚠️ At Risk
12704,7,8,2340.84,292.605,162,169,20.25,1,💎 High Value
12705,15,9,6868.29,763.1433333333333,341,356,37.888888888888886,1,💎 High Value
12707,292,1,603.42,603.42,0,291,0.0,2,⚠️ At Risk
12708,30,10,2712.91,271.291,338,368,33.8,1,💎 High Value
12709,15,15,9706.52,647.1013333333334,351,366,23.4,1,💎 High Value
12710,97,3,1149.02,383.00666666666666,104,200,34.666666666666664,2,⚠️ At Risk
12712,29,13,4396.13,338.1638461538462,342,370,26.307692307692307,1,💎 High Value
12713,1,1,848.55,848.55,0,0,0.0,3,🛍️ Regular
12714,9,5,4708.86,941.7719999999999,285,294,57.0,1,💎 High Value
12715,106,1,343.36,343.36,0,105,0.0,2,⚠️ At Risk
12716,4,2,1053.49,526.745,129,132,64.5,3,🛍️ Regular
12717,151,2,1030.98,515.49,94,245,47.0,2,⚠️ At Risk
12718,71,1,238.25,238.25,0,70,0.0,0,🆕 New / Low Value
12719,5,2,644.95,322.475,59,64,29.5,3,🛍️ Regular
12720,3,25,5781.73,231.26919999999998,366,368,14.64,1,💎 High Value
12721,32,6,2656.13,442.68833333333333,323,354,53.833333333333336,1,💎 High Value
12722,85,4,997.63,249.4075,65,150,16.25,3,🛍️ Regular
12723,4,5,725.07,145.014,61,64,12.2,3,🛍️ Regular
12724,5,4,1031.41,257.8525,327,331,81.75,3,🛍️ Regular
12725,371,1,427.8,427.8,0,370,0.0,2,⚠️ At Risk
12726,28,7,2609.1,372.7285714285714,329,356,47.0,1,💎 High Value
12727,11,7,3980.7,568.6714285714286,309,319,44.142857142857146,1,💎 High Value
12728,71,4,836.33,209.0825,261,331,65.25,3,🛍️ Regular
12729,114,1,453.01,453.01,0,113,0.0,2,⚠️ At Risk
12731,24,12,18895.91,1574.6591666666666,341,364,28.416666666666668,1,💎 High Value
12732,180,1,236.26000000000002,236.26000000000002,0,179,0.0,0,🆕 New / Low Value
12733,234,1,383.95,383.95,0,233,0.0,2,⚠️ At Risk
12734,353,1,110.39999999999999,110.39999999999999,0,352,0.0,0,🆕 New / Low Value
12735,315,2,779.5699999999999,389.78499999999997,21,336,10.5,2,⚠️ At Risk
12736,333,1,234.0,234.0,0,332,0.0,0,🆕 New / Low Value
12738,372,1,155.35,155.35,0,371,0.0,0,🆕 New / Low Value
12739,78,2,1013.04,506.52,20,98,10.0,2,⚠️ At Risk
12740,64,1,427.6,427.6,0,63,0.0,2,⚠️ At Risk
12743,134,2,540.13,270.065,0,133,0.0,2,⚠️ At Risk
12744,52,7,21279.29,3039.8985714285714,266,317,38.0,1,💎 High Value
12747,2,11,4196.01,381.4554545454546,366,368,33.27272727272727,1,💎 High Value
12748,1,209,33053.19,158.14923444976077,372,373,1.7799043062200957,1,💎 High Value
12749,4,5,4090.88,818.176,209,212,41.8,1,💎 High Value
12750,129,1,275.88,275.88,0,128,0.0,0,🆕 New / Low Value
12752,81,1,4366.78,4366.78,0,80,0.0,2,⚠️ At Risk
12753,23,6,21429.39,3571.565,339,362,56.5,1,💎 High Value
12754,236,3,3010.74,1003.5799999999999,72,308,24.0,2,⚠️ At Risk
12755,281,2,3811.95,1905.975,85,365,42.5,2,⚠️ At Risk
12756,87,1,112.07999999999998,112.07999999999998,0,86,0.0,0,🆕 New / Low Value
12757,16,13,7834.650000000001,602.6653846153847,195,210,15.0,1,💎 High Value
12758,117,2,2791.59,1395.795,159,276,79.5,2,⚠️ At Risk
12759,52,3,1531.44,510.48,223,275,74.33333333333333,2,⚠️ At Risk
12762,8,2,1898.52,949.26,17,24,8.5,3,🛍️ Regular
12763,138,2,494.08,247.04,230,368,115.0,2,⚠️ At Risk
12764,317,1,1693.88,1693.88,0,316,0.0,2,⚠️ At Risk
12766,4,7,6989.63,998.5185714285715,362,365,51.714285714285715,1,💎 High Value
12769,239,1,1143.6,1143.6,0,238,0.0,2,⚠️ At Risk
12770,211,1,1351.45,1351.45,0,210,0.0,2,⚠️ At Risk
12772,60,1,892.47,892.47,0,59,0.0,2,⚠️ At Risk
12775,17,5,1386.04,277.20799999999997,294,310,58.8,3,🛍️ Regular
12778,20,6,822.23,137.03833333333333,292,311,48.666666666666664,3,🛍️ Regular
12779,38,8,3981.36,497.67,333,370,41.625,1,💎 High Value
12781,64,2,826.74,413.37,221,284,110.5,2,⚠️ At Risk
12782,5,5,2330.92,466.184,352,357,70.4,1,💎 High Value
12783,2,6,2225.91,370.98499999999996,73,74,12.166666666666666,1,💎 High Value
12784,9,2,532.8199999999999,266.40999999999997,6,14,3.0,3,🛍️ Regular
12785,364,1,311.95,311.95,0,363,0.0,2,⚠️ At Risk
12787,10,3,463.66,154.55333333333334,182,192,60.666666666666664,3,🛍️ Regular
12789,65,1,91.85,91.85,0,64,0.0,0,🆕 New / Low Value
12790,192,1,324.92,324.92,0,191,0.0,2,⚠️ At Risk
12791,374,1,192.60000000000002,192.60000000000002,0,373,0.0,0,🆕 New / Low Value
12792,257,1,400.53999999999996,400.53999999999996,0,256,0.0,2,⚠️ At Risk
12793,335,2,545.48,272.74,36,370,18.0,2,⚠️ At Risk
12794,53,2,860.41,430.205,45,98,22.5,2,⚠️ At Risk
12795,19,1,430.48,430.48,0,18,0.0,2,⚠️ At Risk
12797,366,1,254.03,254.03,0,365,0.0,0,🆕 New / Low Value
12798,10,3,6977.04,2325.68,160,170,53.333333333333336,1,💎 High Value
12802,187,1,427.58,427.58,0,186,0.0,2,⚠️ At Risk
12808,37,3,483.65000000000003,161.21666666666667,331,368,110.33333333333333,3,🛍️ Regular
12809,178,1,489.31,489.31,0,177,0.0,2,⚠️ At Risk
12811,261,3,514.85,171.61666666666667,23,283,7.666666666666667,0,🆕 New / Low Value
12812,45,1,229.64000000000001,229.64000000000001,0,44,0.0,0,🆕 New / Low Value
12814,102,1,125.92,125.92,0,101,0.0,0,🆕 New / Low Value
12815,148,2,1063.46,531.73,50,197,25.0,2,⚠️ At Risk
12816,96,2,572.2,286.1,80,175,40.0,2,⚠️ At Risk
12817,281,1,166.04,166.04,0,280,0.0,0,🆕 New / Low Value
